# Program:featureCounts v2.0.2; Command:"featureCounts" "-T" "10" "-a" "/scratch_tmp/grp/msc_appbio/group10/ref_genome/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group10/outputs/featureCounts/all_samples_gene_counts.txt" "-t" "exon" "-g" "gene_id" "-p" "-B" "--countReadPairs" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group10/outputs/SRR11318271_Aligned.sortedByCoord.out.bam
YMR252C	NC_001145.3	775315	775719	-	405	3096	3027	1164	1009
YMR253C	NC_001145.3	775946	777190	-	1245	2597	2720	2162	1603
YMR254C	NC_001145.3	777615	777923	-	309	125	123	86	97
YMR255W	NC_001145.3	778001	778567	+	567	4760	5000	5186	4833
YMR256C	NC_001145.3	778945	779127	-	183	16099	14515	16553	37353
YMR257C	NC_001145.3	779629	782031	-	2403	1397	1429	1249	1504
YMR258C	NC_001145.3	782620	784281	-	1662	2189	2317	2273	2031
YMR259C	NC_001145.3	784621	788883	-	4263	1691	1805	1553	1591
YMR260C	NC_001145.3	789378	789839	-	462	6213	6659	6300	10129
YMR261C	NC_001145.3	790205	793369	-	3165	2716	2852	3065	3096
YMR262W	NC_001145.3	793726	794667	+	942	1104	1213	1443	1315
YMR263W	NC_001145.3	794919	795524	+	606	1147	1016	1018	1115
YMR264W	NC_001145.3	795805	796416	+	612	4782	4311	4039	4730
YMR265C	NC_001145.3	796540	797925	-	1386	1601	1873	1675	1792
YMR266W	NC_001145.3	798518	801379	+	2862	5783	6858	6165	6666
YMR267W	NC_001145.3	801772	802704	+	933	2151	2292	2131	3077
YMR268C	NC_001145.3	802888	804222	-	1335	1298	1251	1248	1357
YMR269W	NC_001145.3	804456	805091	+	636	2027	2451	1361	1465
YMR270C	NC_001145.3	805326	806423	-	1098	1258	1286	1116	1259
YMR271C	NC_001145.3	806865	807548	-	684	3309	2816	2731	2536
YNCM0036C	NC_001145.3	808246	808317	-	72	2	4	4	2
YMR272C	NC_001145.3	809623	810777	-	1155	7657	8403	7648	7483
YMR272W-B	NC_001145.3	811089	811196	+	108	10	14	19	9
YMR273C	NC_001145.3	811233	813980	-	2748	1822	1982	2023	1629
YMR274C	NC_001145.3	814364	815311	-	948	358	363	345	488
YMR275C	NC_001145.3	815651	818581	-	2931	2395	2723	2065	1784
YMR276W	NC_001145.3	818827	819948	+	1122	16977	17346	16798	11575
YMR277W	NC_001145.3	820256	822454	+	2199	2569	2864	2829	2575
YMR278W	NC_001145.3	822763	824631	+	1869	3329	3481	2841	2201
YMR279C	NC_001145.3	824729	826351	-	1623	629	648	736	579
YMR280C	NC_001145.3	827028	831329	-	4302	5233	5126	5707	4565
YMR281W	NC_001145.3	832339	833253	+	915	1030	1147	789	899
YMR282C	NC_001145.3	833356	835098	-	1743	1856	2094	1836	2814
YMR283C	NC_001145.3	835326	836867	-	1542	1370	1397	865	1045
YNCM0037W	NC_001145.3;NC_001145.3	837928;837981	837966;838016	+;+	75	1	1	1	2
YMR284W	NC_001145.3	838187	839995	+	1809	2723	2108	2431	2463
YMR285C	NC_001145.3	840144	841691	-	1548	1236	1301	1029	1151
YMR286W	NC_001145.3	841942	842202	+	261	3891	3916	3083	3469
YMR287C	NC_001145.3	842436	845345	-	2910	1719	1986	1446	1575
YMR288W	NC_001145.3	845571	848486	+	2916	1820	1974	1637	1483
YMR289W	NC_001145.3	848685	849809	+	1125	2628	2797	2540	2726
YMR290C	NC_001145.3	850074	851591	-	1518	2500	3037	2700	3144
YMR291W	NC_001145.3	852630	854390	+	1761	1993	2148	2353	1896
YMR292W	NC_001145.3;NC_001145.3	854795;854899	854816;855293	+;+	417	1702	1673	1457	2055
YMR293C	NC_001145.3	855399	856793	-	1395	1300	1411	1014	1345
YMR294W	NC_001145.3	856966	858087	+	1122	1591	1895	1567	1548
YMR295C	NC_001145.3	858297	858890	-	594	12999	14225	11122	11129
YMR296C	NC_001145.3	859215	860891	-	1677	2969	3262	3381	3871
YMR297W	NC_001145.3	861922	863520	+	1599	50298	45781	49727	49572
YMR298W	NC_001145.3	863819	864271	+	453	4238	4308	4333	4107
YMR299C	NC_001145.3	864412	865350	-	939	4635	5384	3077	3364
YMR300C	NC_001145.3	865559	867091	-	1533	4514	5225	4243	6349
YMR301C	NC_001145.3	867555	869627	-	2073	2111	2357	1983	2580
YMR302C	NC_001145.3	870073	872625	-	2553	8947	8932	9375	9441
YMR303C	NC_001145.3	873291	874337	-	1047	221418	183720	282756	220057
YMR304W	NC_001145.3	874987	878679	+	3693	7223	6744	7846	5308
YMR305C	NC_001145.3	879063	880232	-	1170	4695	7676	9527	19728
YMR306W	NC_001145.3	881159	886516	+	5358	1577	1713	1679	1214
YMR307W	NC_001145.3	887003	888682	+	1680	6303	9619	10761	22011
YMR308C	NC_001145.3	888952	892221	-	3270	4327	4944	4448	5287
YMR309C	NC_001145.3	892988	895426	-	2439	5191	5677	5328	6355
YMR310C	NC_001145.3	895716	896669	-	954	1989	2159	1763	1656
YMR311C	NC_001145.3	896914	897603	-	690	10350	10075	9317	9182
YMR312W	NC_001145.3	898405	899226	+	822	1746	1725	1777	1784
YMR313C	NC_001145.3	899379	901307	-	1929	2841	2692	2681	2358
YMR314W	NC_001145.3	901709	902413	+	705	11771	11893	12472	12672
YMR315W	NC_001145.3	902800	903849	+	1050	7719	8777	6234	6594
YMR315W-A	NC_001145.3	904286	904393	+	108	57	75	55	107
YMR316W	NC_001145.3	904825	905835	+	1011	1145	2120	1585	2985
YMR316C-A	NC_001145.3	905662	905973	-	312	28	45	48	51
YMR317W	NC_001145.3	907364	910786	+	3423	1822	2218	1567	1306
YMR318C	NC_001145.3	911061	912143	-	1083	3976	5256	5189	9095
YMR319C	NC_001145.3	912880	914538	-	1659	1975	2016	1558	1314
YMR320W	NC_001145.3	916746	917051	+	306	258	303	263	295
YMR321C	NC_001145.3	917579	917896	-	318	206	240	246	386
YMR322C	NC_001145.3	918366	919079	-	714	2784	2380	3508	2842
YMR323W	NC_001145.3	920088	921401	+	1314	6877	6673	10236	7827
YMR325W	NC_001145.3	922641	923015	+	375	239	260	416	335
YNL339C	NC_001146.8;NC_001146.8	371;6080	5931;6098	-;-	5580	15	13	8	5
YNL336W	NC_001146.8	8330	9475	+	1146	1419	1865	1214	2082
YNL335W	NC_001146.8	11452	12129	+	678	671	791	893	747
YNL334C	NC_001146.8	12208	12876	-	669	363	366	345	295
YNL333W	NC_001146.8	13267	14163	+	897	729	879	738	735
YNL332W	NC_001146.8	14832	15854	+	1023	1253	1435	640	680
YNL331C	NC_001146.8	16118	17248	-	1131	2173	2183	2030	2586
YNL330C	NC_001146.8	18001	19302	-	1302	2990	3231	2587	2819
YNL329C	NC_001146.8	19541	22633	-	3093	2256	2544	2471	2623
YNL328C	NC_001146.8	22834	23274	-	441	178	196	180	188
YNL327W	NC_001146.8	24048	27173	+	3126	3460	4805	5976	8667
YNL326C	NC_001146.8	27337	28347	-	1011	1724	1688	1394	1890
YNL325C	NC_001146.8	28739	31378	-	2640	2095	2112	1630	1934
YNL323W	NC_001146.8	31944	33188	+	1245	3429	3744	2771	2719
YNL322C	NC_001146.8	33294	34235	-	942	7734	8413	7788	7157
YNL321W	NC_001146.8	34696	37422	+	2727	2944	3150	3230	2599
YNL320W	NC_001146.8	37700	38554	+	855	1134	1217	837	1086
YNL318C	NC_001146.8	38707	40329	-	1623	386	308	198	288
YNL317W	NC_001146.8	40619	42016	+	1398	1732	1667	1674	1407
YNL316C	NC_001146.8	42071	43075	-	1005	1182	1286	1043	1147
YNL315C	NC_001146.8	43324	44280	-	957	3829	4221	3579	4438
YNL314W	NC_001146.8	44447	45214	+	768	1451	1595	1315	1135
YNL313C	NC_001146.8	45308	48022	-	2715	2952	3125	2565	2798
YNL312W	NC_001146.8;NC_001146.8	48287;48402	48293;49216	+;+	822	6050	5593	5197	5850
YNL311C	NC_001146.8	49397	51688	-	2292	1486	1654	1349	1555
YNL310C	NC_001146.8	51907	52431	-	525	1264	1191	1197	1395
YNL309W	NC_001146.8	52662	53924	+	1263	1024	1017	1133	964
YNL308C	NC_001146.8	54122	55897	-	1776	4371	5639	4196	4364
YNL307C	NC_001146.8	56446	57573	-	1128	4307	4336	4773	4358
YNL306W	NC_001146.8	58155	58808	+	654	4234	4825	3982	5417
YNL305C	NC_001146.8	58898	59791	-	894	9172	7737	9155	7181
YNL304W	NC_001146.8	60297	61550	+	1254	993	1024	1032	1075
YNL302C	NC_001146.8;NC_001146.8	61958;62924	62372;62943	-;-	435	11023	12318	12205	20167
YNL301C	NC_001146.8;NC_001146.8	63570;64451	64018;64562	-;-	561	3953	4714	3844	4928
YNL300W	NC_001146.8	65744	66052	+	309	1119	1393	2064	2372
YNL299W	NC_001146.8	66517	68445	+	1929	1640	1780	1372	1289
YNL298W	NC_001146.8	68915	71443	+	2529	1510	1766	1323	1440
YNL297C	NC_001146.8	71673	76583	-	4911	2426	2643	2608	2636
YNL295W	NC_001146.8	76946	78520	+	1575	1885	2064	1873	1737
YNL294C	NC_001146.8	78659	80260	-	1602	4130	4201	3672	3548
YNL293W	NC_001146.8	80640	82541	+	1902	2682	2661	2478	2158
YNL292W	NC_001146.8	82806	84017	+	1212	1494	1692	1373	1548
YNL291C	NC_001146.8	84169	85815	-	1647	1867	1894	1722	1874
YNL290W	NC_001146.8	86218	87240	+	1023	2705	2879	2534	2542
YNL289W	NC_001146.8	87897	88736	+	840	1336	1999	3594	7566
YNCN0001W	NC_001146.8	89210	89306	+	97	175	158	148	178
YNL288W	NC_001146.8	90303	91424	+	1122	2948	2949	2936	2351
YNL287W	NC_001146.8	91994	94801	+	2808	7224	7700	7405	6273
YNL286W	NC_001146.8	95223	96080	+	858	2624	2676	1981	2773
YNCN0002C	NC_001146.8	96241	96312	-	72	41	53	23	16
YNL284C-B	NC_001146.8	96964	102232	-	5269	317	376	267	256
YNL284C-A	NC_001146.8	100910	102232	-	1323	0	0	0	0
YNCN0003W	NC_001146.8	102716	102789	+	74	112	69	75	102
YNL284C	NC_001146.8	103134	104102	-	969	4193	4479	3463	6020
YNCN0004W	NC_001146.8	104805	104877	+	73	18	17	17	21
YNL283C	NC_001146.8	105184	106695	-	1512	1727	2306	2339	2602
YNL282W	NC_001146.8	107687	108274	+	588	554	499	446	508
YNL281W	NC_001146.8	108467	108928	+	462	9032	11434	8858	12978
YNL280C	NC_001146.8	109095	110411	-	1317	5690	4190	4550	4412
YNL279W	NC_001146.8	110917	112902	+	1986	680	715	589	580
YNL278W	NC_001146.8	113271	116453	+	3183	1647	1794	1762	1300
YNL277W-A	NC_001146.8	116679	116867	+	189	180	215	160	282
YNL277W	NC_001146.8	117349	118809	+	1461	1901	2075	1684	1657
YNL275W	NC_001146.8	119268	120998	+	1731	2577	2446	2250	2036
YNL274C	NC_001146.8	121118	122170	-	1053	7037	8313	7532	10176
YNL273W	NC_001146.8	122883	126599	+	3717	1456	1591	1559	1759
YNL272C	NC_001146.8	126805	129084	-	2280	2990	2885	2644	2777
YNL271C	NC_001146.8	129522	135383	-	5862	3427	3774	3674	2768
YNL270C	NC_001146.8	135940	137661	-	1722	10545	7240	14393	12341
YNL269W	NC_001146.8	137699	138094	+	396	86	91	77	97
YNL268W	NC_001146.8	138550	140385	+	1836	7572	7700	8175	8803
YNL267W	NC_001146.8	140878	144078	+	3201	4297	4470	4655	4107
YNL265C	NC_001146.8;NC_001146.8	144280;145255	145149;145281	-;-	897	3981	3944	3467	3124
YNL264C	NC_001146.8	145563	146615	-	1053	1391	1497	1057	1024
YNL263C	NC_001146.8	146896	147840	-	945	4655	4534	4289	4581
YNL262W	NC_001146.8	148212	154880	+	6669	1427	1775	1829	1690
YNL261W	NC_001146.8	155100	156539	+	1440	2072	2082	1675	1788
YNL260C	NC_001146.8	156859	157347	-	489	1572	1461	1316	1364
YNL259C	NC_001146.8	157644	157865	-	222	3413	3092	2772	5168
YNL258C	NC_001146.8	158109	160373	-	2265	3332	3436	2663	2894
YNL257C	NC_001146.8	160631	164320	-	3690	2180	2232	2357	2726
YNL256W	NC_001146.8	164623	167097	+	2475	2702	2728	2286	2372
YNL255C	NC_001146.8	167329	167790	-	462	8734	9287	9006	12843
YNL254C	NC_001146.8	168043	169248	-	1206	1028	1128	868	719
YNL253W	NC_001146.8	170018	171286	+	1269	2394	2140	1952	2318
YNL252C	NC_001146.8	171441	172286	-	846	3125	3356	2560	3740
YNL251C	NC_001146.8	172588	174315	-	1728	4008	4883	5055	3863
YNL250W	NC_001146.8	175410	179348	+	3939	2290	2395	2076	2117
YNL249C	NC_001146.8	179394	181022	-	1629	1551	1643	1459	1309
YNL248C	NC_001146.8	181361	182608	-	1248	2417	2822	2370	3677
YNL247W	NC_001146.8	182875	185178	+	2304	2913	3461	3402	5267
YNL246W	NC_001146.8;NC_001146.8	185460;185587	185491;186349	+;+	795	3518	3665	3100	2907
YNL245C	NC_001146.8	186346	186885	-	540	1398	1379	1343	1224
YNL244C	NC_001146.8	187170	187496	-	327	13328	11656	11641	14467
YNL243W	NC_001146.8	188051	190957	+	2907	5533	5870	5283	4786
YNL242W	NC_001146.8	191324	196102	+	4779	2256	2475	2269	1914
YNL241C	NC_001146.8	196426	197943	-	1518	26891	32702	17739	15063
YNL240C	NC_001146.8	198502	199977	-	1476	6949	7081	6059	4269
YNL239W	NC_001146.8	200569	201933	+	1365	8101	8436	8890	7665
YNL238W	NC_001146.8	202428	204872	+	2445	2657	2940	2702	2496
YNL237W	NC_001146.8	205188	206567	+	1380	3209	2881	3604	3006
YNL236W	NC_001146.8	206930	209854	+	2925	1387	1696	1491	1650
YNL234W	NC_001146.8	210233	211513	+	1281	273	403	431	373
YNL233W	NC_001146.8	211922	214600	+	2679	1725	1885	1811	1720
YNL232W	NC_001146.8	214923	215801	+	879	3120	3072	2826	3107
YNL231C	NC_001146.8	215987	217042	-	1056	2785	2873	2369	3315
YNL230C	NC_001146.8	217523	218662	-	1140	1298	1290	943	785
YNL229C	NC_001146.8	219137	220201	-	1065	3474	3456	3502	3416
YNL227C	NC_001146.8	220659	222431	-	1773	3061	3257	2603	2797
YNL225C	NC_001146.8	222724	224469	-	1746	2573	2432	2369	2332
YNL224C	NC_001146.8	224796	227099	-	2304	2079	2154	1996	1902
YNL223W	NC_001146.8	227370	228854	+	1485	2377	2170	2315	1903
YNL222W	NC_001146.8	229094	229714	+	621	1393	1257	1399	2638
YNCN0005C	NC_001146.8	230105	230672	-	568	1855	1983	1176	1451
YNL221C	NC_001146.8	231068	233695	-	2628	2884	3050	2663	2448
YNL220W	NC_001146.8	234413	235714	+	1302	2541	3179	2480	3571
YNL219C	NC_001146.8	235996	237663	-	1668	6409	5627	4774	4459
YNL218W	NC_001146.8	238238	240001	+	1764	1548	1639	1648	1461
YNL217W	NC_001146.8	240331	241311	+	981	1259	1711	1115	2381
YNL216W	NC_001146.8	241689	244172	+	2484	3154	3135	2955	2403
YNL215W	NC_001146.8	244468	245430	+	963	3409	3468	3018	2850
YNL214W	NC_001146.8	245617	246216	+	600	1155	919	873	1031
YNL213C	NC_001146.8	246460	247104	-	645	1789	2135	1713	1683
YNL212W	NC_001146.8	247461	249809	+	2349	5305	5900	5799	4363
YNL211C	NC_001146.8	250055	250315	-	261	1867	1499	1371	1738
YNL210W	NC_001146.8	250931	251743	+	813	91	132	79	111
YNL209W	NC_001146.8	252059	253900	+	1842	21304	24845	21975	23564
YNL208W	NC_001146.8	254418	255017	+	600	43247	45241	47634	42240
YNL207W	NC_001146.8	255353	256630	+	1278	1797	1928	1375	1520
YNL206C	NC_001146.8	256788	258155	-	1368	4206	4440	3407	4082
YNL204C	NC_001146.8	258375	259277	-	903	340	444	284	345
YNL202W	NC_001146.8	259578	260456	+	879	12912	12108	13560	12380
YNL201C	NC_001146.8	260627	263203	-	2577	1763	1855	1883	2352
YNL200C	NC_001146.8	263713	264453	-	741	12251	9540	16078	10825
YNL199C	NC_001146.8	264926	266530	-	1605	3076	2907	2857	2367
YNL197C	NC_001146.8	267608	269593	-	1986	2354	2613	2640	1959
YNL196C	NC_001146.8	270275	271171	-	897	1280	1283	1051	810
YNL195C	NC_001146.8	271523	272308	-	786	25267	23244	25684	17048
YNL194C	NC_001146.8	272710	273615	-	906	20539	19934	17597	13165
YNL193W	NC_001146.8	274368	276044	+	1677	2109	2271	2264	2156
YNL192W	NC_001146.8	276502	279897	+	3396	6268	8036	7077	6495
YNL191W	NC_001146.8	280432	281505	+	1074	1051	1109	1133	1127
YNL190W	NC_001146.8	282395	283009	+	615	7205	8742	7625	7157
YNL189W	NC_001146.8	284260	285888	+	1629	5925	5858	6778	7277
YNL188W	NC_001146.8	286308	287609	+	1302	1038	1093	1149	1280
YNL187W	NC_001146.8	287994	289067	+	1074	1031	1081	916	982
YNL186W	NC_001146.8	289498	291876	+	2379	5080	5551	5827	5463
YNL185C	NC_001146.8	292193	292669	-	477	1538	1719	1468	2125
YNL184C	NC_001146.8	292557	292883	-	327	92	109	82	99
YNL183C	NC_001146.8	293137	295509	-	2373	3753	3832	3902	3145
YNL182C	NC_001146.8	295960	297627	-	1668	1608	1745	1387	1970
YNL181W	NC_001146.8	298335	299558	+	1224	2162	2410	2308	2599
YNL180C	NC_001146.8	299654	300649	-	996	5566	5693	7731	7311
YNL178W	NC_001146.8	302680	303402	+	723	19462	22084	22487	37255
YNL177C	NC_001146.8	303686	304615	-	930	3741	4060	3518	5392
YNL176C	NC_001146.8	305070	306980	-	1911	3171	3512	3367	2932
YNL175C	NC_001146.8	307401	308612	-	1212	2332	2622	2051	3005
YNL173C	NC_001146.8	308957	310057	-	1101	9825	10317	12940	12822
YNL172W	NC_001146.8	310636	315882	+	5247	2029	2261	2042	1959
YNL169C	NC_001146.8	316169	317671	-	1503	2277	2443	2388	2640
YNL168C	NC_001146.8	318030	318809	-	780	2258	2227	2377	2845
YNL167C	NC_001146.8	319416	321359	-	1944	2061	2537	2548	2624
YNL166C	NC_001146.8	322219	323565	-	1347	2161	2424	2039	2765
YNL165W	NC_001146.8	323832	325052	+	1221	2778	2968	2711	1971
YNL164C	NC_001146.8	325265	326320	-	1056	2858	2761	2205	2065
YNL163C	NC_001146.8	326741	330073	-	3333	2707	2866	2556	3014
YNL162W-A	NC_001146.8	330329	330547	+	219	444	453	363	855
YNL162W	NC_001146.8;NC_001146.8	331322;331838	331325;332154	+;+	321	9776	10355	10982	18656
YNL161W	NC_001146.8	332597	334867	+	2271	3778	4168	3599	3129
YNL160W	NC_001146.8	336545	337609	+	1065	28113	28022	26952	24623
YNL159C	NC_001146.8	338478	339347	-	870	2316	2157	2157	1771
YNL158W	NC_001146.8	339612	340208	+	597	1151	1156	1020	927
YNL157W	NC_001146.8	340352	340858	+	507	6023	6385	4520	4460
YNL156C	NC_001146.8	341069	341968	-	900	4678	4382	4659	5164
YNL155C-A	NC_001146.8	341911	342135	-	225	876	812	866	760
YNL155W	NC_001146.8	342516	343340	+	825	6199	5706	5579	6932
YNL154C	NC_001146.8	343636	345276	-	1641	2781	3425	3086	3560
YNL153C	NC_001146.8	345669	346058	-	390	1098	1162	1247	2679
YNL152W	NC_001146.8	346313	347542	+	1230	1492	1504	1336	1216
YNL151C	NC_001146.8	347766	348521	-	756	2182	2215	1945	2196
YNL149C	NC_001146.8	349367	349756	-	390	10113	8847	7522	9798
YNL148C	NC_001146.8	349907	350671	-	765	658	649	680	557
YNL147W	NC_001146.8;NC_001146.8	350940;351054	350957;351383	+;+	348	4454	3900	3618	4127
YNL146C-A	NC_001146.8	351386	351580	-	195	333	256	291	472
YNL146W	NC_001146.8	351715	352017	+	303	613	536	484	647
YNL145W	NC_001146.8	352414	352530	+	117	2592	2743	3056	5235
YNL144C	NC_001146.8	352820	355042	-	2223	4383	4053	3861	2422
YNL143C	NC_001146.8	356794	357186	-	393	844	661	680	856
YNL142W	NC_001146.8	357453	358952	+	1500	1013	1246	862	904
YNL141W	NC_001146.8	359596	360639	+	1044	873	1199	709	1310
YNL140C	NC_001146.8	360917	361486	-	570	12	19	7	9
YNL139C	NC_001146.8	360924	365717	-	4794	1453	1728	1402	1196
YNL138W-A	NC_001146.8;NC_001146.8	366033;366158	366035;366412	+;+	258	1230	1249	1112	1501
YNL138W	NC_001146.8	366741	368321	+	1581	4816	4712	5027	5316
YNL137C	NC_001146.8	368595	370055	-	1461	3038	3365	2913	3550
YNL136W	NC_001146.8	370368	371645	+	1278	3651	4270	2694	2471
YNL135C	NC_001146.8	371882	372226	-	345	13484	13562	14340	17982
YNL134C	NC_001146.8	372451	373581	-	1131	23962	25939	18212	15887
YNL133C	NC_001146.8	374171	374692	-	522	2073	1954	1780	2356
YNCN0006W	NC_001146.8;NC_001146.8	374869;374924	374905;374959	+;+	73	12	7	7	5
YNL132W	NC_001146.8	375321	378491	+	3171	2229	2483	1867	2169
YNL131W	NC_001146.8	378767	379225	+	459	5509	5985	6006	7714
YNL130C	NC_001146.8;NC_001146.8	379558;380782	380689;380831	-;-	1182	7876	7249	7598	6862
YNL130C-A	NC_001146.8	381245	381391	-	147	72	79	57	75
YNL129W	NC_001146.8	381480	382202	+	723	846	806	578	1027
YNL128W	NC_001146.8	382359	383663	+	1305	565	563	576	493
YNL127W	NC_001146.8	383987	386848	+	2862	2990	2850	2899	2684
YNL126W	NC_001146.8	387227	389767	+	2541	1490	1435	1267	1114
YNL125C	NC_001146.8	390146	392167	-	2022	6874	7028	6793	6422
YNL124W	NC_001146.8	392892	394370	+	1479	1313	1515	1425	1445
YNL123W	NC_001146.8	394685	397678	+	2994	4290	4756	3822	3557
YNL122C	NC_001146.8	398023	398370	-	348	2891	2642	2179	5243
YNL121C	NC_001146.8	398684	400537	-	1854	7833	8398	8471	10094
YNL119W	NC_001146.8	401040	402521	+	1482	2233	2383	2150	2125
YNL118C	NC_001146.8	402652	405564	-	2913	4865	4920	5193	4161
YNL117W	NC_001146.8	406358	408022	+	1665	18766	16583	36833	39281
YNL116W	NC_001146.8	408341	409909	+	1569	4219	4072	4608	2942
YNL115C	NC_001146.8	410119	412053	-	1935	10612	8849	12002	8855
YNL113W	NC_001146.8	412771	413199	+	429	2446	2706	2296	3602
YNL112W	NC_001146.8;NC_001146.8	413639;415914	414911;416281	+;+	1641	3479	4918	3358	5644
YNL111C	NC_001146.8	416940	417302	-	363	1872	1689	1983	3279
YNL110C	NC_001146.8	417826	418488	-	663	4706	4666	3831	5867
YNL108C	NC_001146.8	419014	419826	-	813	1375	1384	1151	1578
YNL107W	NC_001146.8	420098	420778	+	681	1740	1725	1437	1784
YNL106C	NC_001146.8	420944	424495	-	3552	1476	1553	1372	1062
YNL104C	NC_001146.8	424895	426754	-	1860	14817	18086	20539	26278
YNL103W	NC_001146.8	427735	429753	+	2019	4879	5265	4950	4297
YNL102W	NC_001146.8	430087	434493	+	4407	1352	1714	1924	3060
YNL101W	NC_001146.8	434999	437140	+	2142	3515	3819	3197	2687
YNL100W	NC_001146.8	437613	438317	+	705	6468	6202	5899	9709
YNL099C	NC_001146.8	438567	439283	-	717	1800	1797	1826	2027
YNL098C	NC_001146.8	439602	440570	-	969	5610	6741	6419	7047
YNL097C-B	NC_001146.8	440797	440919	-	123	31	27	28	39
YNL097C	NC_001146.8	441366	442358	-	993	2344	2204	2853	2354
YNCN0007W	NC_001146.8;NC_001146.8	443006;443076	443043;443119	+;+	82	17	12	6	13
YNL096C	NC_001146.8;NC_001146.8	443398;444172	443826;444315	-;-	573	5789	6824	6563	10712
YNL095C	NC_001146.8	444912	446840	-	1929	1770	1739	1479	1355
YNL094W	NC_001146.8	447611	449374	+	1764	3636	4114	3632	3272
YNL093W	NC_001146.8	449868	450530	+	663	1853	1840	2335	1722
YNL092W	NC_001146.8	450871	452073	+	1203	1005	1104	1194	822
YNL091W	NC_001146.8	452408	456130	+	3723	11183	12470	12990	9471
YNL090W	NC_001146.8	456565	457143	+	579	1643	1488	1683	2790
YNL088W	NC_001146.8	457704	461990	+	4287	3941	3802	4143	4697
YNL087W	NC_001146.8	462411	465947	+	3537	3512	4340	3627	4916
YNL086W	NC_001146.8	466334	466642	+	309	821	876	759	872
YNL085W	NC_001146.8	467131	469623	+	2493	3725	4014	3940	5641
YNL084C	NC_001146.8	470053	471102	-	1050	3074	2928	2990	3673
YNL083W	NC_001146.8	471377	472861	+	1485	1958	2017	1812	1924
YNL082W	NC_001146.8	473391	476012	+	2622	1846	2132	1910	2602
YNL081C	NC_001146.8	476188	476619	-	432	2814	2941	2378	2705
YNL080C	NC_001146.8	476932	478032	-	1101	2513	2827	2644	2296
YNL079C	NC_001146.8	478566	479165	-	600	15325	13601	11499	17807
YNL078W	NC_001146.8	479768	480991	+	1224	2723	3200	3293	3101
YNL077W	NC_001146.8	481391	482977	+	1587	7227	7595	6733	5327
YNL076W	NC_001146.8	483556	485310	+	1755	2730	2819	2457	2157
YNL075W	NC_001146.8	485607	486479	+	873	2396	2661	1954	2448
YNL074C	NC_001146.8	486766	488124	-	1359	2964	3566	2777	2337
YNL073W	NC_001146.8	488386	490116	+	1731	2081	2658	2223	2442
YNL072W	NC_001146.8	490317	491240	+	924	1112	1168	1032	1014
YNL071W	NC_001146.8	491523	492971	+	1449	18314	18899	21120	17850
YNL070W	NC_001146.8	493366	493548	+	183	3328	2987	2452	4289
YNL069C	NC_001146.8;NC_001146.8	493956;494974	494524;495001	-;-	597	11240	12982	12623	18946
YNL068C	NC_001146.8	495701	498289	-	2589	2632	2776	2520	2084
YNL067W-B	NC_001146.8	499417	499557	+	141	0	5	1	9
YNL067W	NC_001146.8	499681	500256	+	576	11225	12105	12132	20651
YNL066W	NC_001146.8	501515	502777	+	1263	4190	5467	8256	12372
YNL065W	NC_001146.8	503724	505484	+	1761	1253	1441	1128	1146
YNL064C	NC_001146.8	505868	507097	-	1230	25557	31223	22148	20538
YNL063W	NC_001146.8	507758	508702	+	945	1362	1594	1306	1493
YNL062C	NC_001146.8	508776	510212	-	1437	1364	1656	1364	1621
YNL061W	NC_001146.8	510540	512396	+	1857	5948	6520	5359	6387
YNL059C	NC_001146.8	512668	514935	-	2268	3231	3443	3304	3324
YNL058C	NC_001146.8	515763	516713	-	951	641	688	620	641
YNL056W	NC_001146.8	517249	517842	+	594	1471	1565	1671	1688
YNL055C	NC_001146.8	517994	518845	-	852	40510	44920	39334	45389
YNCN0008C	NC_001146.8	519099	519169	-	71	108	131	44	84
YNL054W-B	NC_001146.8	519456	524706	+	5251	975	1090	796	844
YNL054W-A	NC_001146.8	519456	520778	+	1323	0	0	0	0
YNL054W	NC_001146.8	526086	529583	+	3498	3368	3617	2846	2267
YNL053W	NC_001146.8	529942	531411	+	1470	1699	1969	1786	1836
YNL052W	NC_001146.8	531725	532186	+	462	10371	11500	14097	23307
YNL051W	NC_001146.8	532659	533870	+	1212	1396	1260	1306	1260
YNL050C	NC_001146.8;NC_001146.8	534079;534966	534874;534982	-;-	813	3149	3733	2178	2001
YNL049C	NC_001146.8	535281	537911	-	2631	1576	1903	1346	1393
